"Source Name",Path,URL,"Date Accessed",Domain,Username,"Program Name","Data Source"
History,"C:\Users\ken\Documents\3er_trimestre_cuentas_de_nomina_2022.xlsx","https://www.condusef.gob.mx/comparativos/excel/bancos/historico/3er_trimestre_cuentas_de_nomina_2022.xlsx","2024-04-23 08:35:39 CST",condusef.gob.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\1era - MAR_2022 - Nomina - General.xlsx","https://transparencia.puertovallarta.gob.mx/transparenciaY/art8/V/nominas/2022/MAR/1era%20-%20MAR_2022%20-%20Nomina%20-%20General.xlsx","2024-04-23 08:35:45 CST",puertovallarta.gob.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\27_Analista_Nominas.xlsx","https://www.monterrey.gob.mx/pdf/Hipervinculos/Administracion/DP/27_Analista_Nominas.xlsx","2024-04-23 08:35:51 CST",monterrey.gob.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\Layout Dispersión de Nómina df.xlsm","https://www.afirme.com/dam/jcr:4f73276e-73de-4dea-9885-650a79a6490d/Layout%20Dispersi%C3%B3n%20de%20N%C3%B3mina%20df.xlsm","2024-04-23 08:35:55 CST",afirme.com,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\02_Prest_Nomina_2022.xlsx","https://www.condusef.gob.mx/comparativos/excel/bancos/historico/02_Prest_Nomina_2022.xlsx","2024-04-23 08:36:00 CST",condusef.gob.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\Copia-de-nomina-de-trabajadores.xlsx","https://www.gobiernosantiago.cl/wp-content/uploads/2014/11/Copia-de-nomina-de-trabajadores.xlsx","2024-04-23 08:36:08 CST",gobiernosantiago.cl,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\RemuneracionDiciembre21.xlsx","https://transparencia.guadalajara.gob.mx/sites/default/files/RemuneracionDiciembre21.xlsx","2024-04-23 08:36:13 CST",guadalajara.gob.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\6.-Papel-de-Trabajo-ISR-Junio-2021.xlsx","https://valledechalco.gob.mx/wp-content/uploads/2022/04/6.-Papel-de-Trabajo-ISR-Junio-2021.xlsx","2024-04-23 08:36:31 CST",valledechalco.gob.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,,"https://valledechalco.gob.mx/wp-content/uploads/2022/04/6.-Papel-de-Trabajo-ISR-Junio-2021.xlsx","2024-04-23 08:36:40 CST",valledechalco.gob.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\DA__I-21-06-1T-2021A.xlsx","https://lgcg.puebla.gob.mx/images/norma-para-establecer-la-estructura-de-la-informacion-que-las-entidades-federativas-deberan-presentar-respecto-al-faeta-y-los-formatos-de-presentacion/DA__I-21-06-1T-2021A.xlsx","2024-04-23 08:36:46 CST",puebla.gob.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,,"http://dgrh.salud.gob.mx/Normatividad/7.%20Catalogo_conceptos_nomina_2t.xlsx","2024-04-23 08:36:52 CST",salud.gob.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,,"https://dgrh.salud.gob.mx/Normatividad/7.%20Catalogo_conceptos_nomina_2t.xlsx","2024-04-23 08:36:52 CST",salud.gob.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,,"http://dgrh.salud.gob.mx/Normatividad/7.%20Catalogo_conceptos_nomina_2t.xlsx","2024-04-23 08:36:52 CST",salud.gob.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,,"http://dgrh.salud.gob.mx/Normatividad/7.%20Catalogo_conceptos_nomina_2t.xlsx","2024-04-23 08:37:08 CST",salud.gob.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\Movimiento_de_personal_por_Centro_Trabajo.xlsx","https://seph.gob.mx/vistas/archivos/transparencia/articulo73/faeta2018/conalep/3erTrim/Movimiento_de_personal_por_Centro_Trabajo.xlsx","2024-04-23 08:37:18 CST",seph.gob.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\resumen-nomina-8-qna-152021.xls","https://bomberos.cdmx.gob.mx/storage/app/media/NOMINAS%202021/resumen-nomina-8-qna-152021.xls","2024-04-23 08:37:27 CST",cdmx.gob.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,,"https://www.idiger.gov.co/documents/20182/980932/TH-FT-102+Formato+novedades+de+nomina+y+seguridad+social+V4.xlsx/8541c762-d276-4cb5-ae45-28bd992c062e","2024-04-23 08:37:36 CST",idiger.gov.co,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\A-PR-026 V5 13-12-2022 Procedimiento gestión nómina.xlsx","https://www.apccolombia.gov.co/sites/default/files/2023-02/A-PR-026%20V5%2013-12-2022%20Procedimiento%20gestio%CC%81n%20no%CC%81mina.xlsx","2024-04-23 08:37:44 CST",apccolombia.gov.co,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\r95703.DOCX","https://hopelchen.tecnm.mx/principal/sylabus/fpdb/recursos/r95703.DOCX","2024-04-23 08:38:03 CST",tecnm.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\{03087770-0B3C-280C-7503-786970EFECF7}.docx","https://www.banxico.org.mx/ConsultaRegulacionWeb/downloadFile?fileId=%7B03087770-0B3C-280C-7503-786970EFECF7%7D","2024-04-23 08:38:11 CST",banxico.org.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\19 1 Temario para el puesto de Administrador de Nóminas.docx","https://www.itson.mx/micrositios/plazas/administrativas/Documents/19%201%20Temario%20para%20el%20puesto%20de%20Administrador%20de%20N%C3%B3minas.docx","2024-04-23 08:38:20 CST",itson.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\arh-pa-f-18.docx","https://www.uv.mx/orgmet/files/2016/06/arh-pa-f-18.docx","2024-04-23 08:38:29 CST",uv.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\F-DP-DN-02.docx","https://www.uaem.mx/organizacion-institucional/rectoria/coordinacion-general-de-planeacion-y-administracion/dir-de-personal/nominas/F-DP-DN-02.docx","2024-04-23 08:38:36 CST",uaem.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\NOMINA.docx","https://www.uprm.edu/agriculturaurbana/wp-content/uploads/sites/224/2021/10/NOMINA.docx","2024-04-23 08:38:41 CST",uprm.edu,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\3b1882435511ed127473c0761c46d130.docx","https://www.infoem.org.mx/doc/versionesPublicas/saimex/recurso//2022/3b1882435511ed127473c0761c46d130.docx","2024-04-23 08:38:45 CST",infoem.org.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\Formato-AdhesionMtto-SistemaPagoNomina.docx","https://www.uv.mx/dgrh/files/2013/02/Formato-AdhesionMtto-SistemaPagoNomina.docx","2024-04-23 08:38:50 CST",uv.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Documents\21.Operador de Nómina.docx","https://portal.monterrey.gob.mx/pdf/Hipervinculos/Administracion/Dir_RH/21.Operador%20de%20N%C3%B3mina.docx","2024-04-23 08:38:55 CST",monterrey.gob.mx,Default,Brave,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\nmap-7.94-setup.exe","https://nmap.org/dist/nmap-7.94-setup.exe","2024-04-21 19:52:17 CST",nmap.org,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\Parrot-security-5.3_amd64.ova","https://deb.parrot.sh/parrot/iso/5.3/Parrot-security-5.3_amd64.ova","2024-04-21 19:57:31 CST",parrot.sh,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\Parrot-security-5.3_amd64.ova","https://bunny.deb.parrot.sh//parrot/iso/5.3/Parrot-security-5.3_amd64.ova","2024-04-21 19:57:31 CST",parrot.sh,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\Parrot-security-5.3_amd64.ova","https://deb.parrot.sh/direct///parrot/iso/5.3/Parrot-security-5.3_amd64.ova","2024-04-21 19:57:31 CST",parrot.sh,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\FileZilla_3.67.0_win64_sponsored2-setup.exe","https://download.filezilla-project.org/client/FileZilla_3.67.0_win64_sponsored2-setup.exe","2024-04-21 20:17:23 CST",filezilla-project.org,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\7z2404-x64.exe","https://www.7-zip.org/a/7z2404-x64.exe","2024-04-21 20:17:44 CST",7-zip.org,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\VirtualBox-7.0.14-161095-Win.exe","https://download.virtualbox.org/virtualbox/7.0.14/VirtualBox-7.0.14-161095-Win.exe","2024-04-21 20:38:25 CST",virtualbox.org,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\VC_redist.x64.exe","https://aka.ms/vs/17/release/vc_redist.x64.exe","2024-04-21 20:42:34 CST",aka.ms,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\VC_redist.x64.exe","https://download.visualstudio.microsoft.com/download/pr/c7707d68-d6ce-4479-973e-e2a3dc4341fe/1AD7988C17663CC742B01BEF1A6DF2ED1741173009579AD50A94434E54F56073/VC_redist.x64.exe","2024-04-21 20:42:34 CST",microsoft.com,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\OperaSetup.exe","https://net.geo.opera.com/opera/stable/windows?utm_source=bing&utm_medium=pa&utm_campaign=%2523Mexico%2B-%2BSearch%2B-%2BES%2B-%2BGeneric&utm_content=Browser%2B-%2BES%2B-%2BBroad&http_referrer=https%3A%2F%2Fwww.opera.com%2Fes-419%3Futm_source%3Dbing%26utm_medium%3Dpa%26utm_campaign%3D%2523Mexico%2520-%2520Search%2520-%2520ES%2520-%2520Generic%26msclkid%3D060f9183bfee1ae0b66bf7a521bce5bf%26utm_term%3Dbrowser%26utm_content%3DBrowser%2520-%2520ES%2520-%2520Broad&utm_site=opera_com&utm_lastpage=opera.com%2F&dl_token=51076733","2024-04-22 11:28:57 CST",opera.com,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\BraveBrowserSetup-BRV011.exe","https://laptop-updates.brave.com/download/BRV011","2024-04-22 11:30:15 CST",brave.com,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\BraveBrowserSetup-BRV011.exe","https://laptop-updates.brave.com/download/desktop/BRV011","2024-04-22 11:30:15 CST",brave.com,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\BraveBrowserSetup-BRV011.exe","https://laptop-updates.brave.com/download/desktop/release/BRV011","2024-04-22 11:30:15 CST",brave.com,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\BraveBrowserSetup-BRV011.exe","https://referrals.brave.com/latest/BraveBrowserSetup.exe/BRV011","2024-04-22 11:30:15 CST",brave.com,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\BraveBrowserSetup-BRV011.exe","https://referrals.brave.com/latest/BraveBrowserSetup-BRV011.exe","2024-04-22 11:30:15 CST",brave.com,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\LeyAmparo_07_06_2021.docx","https://www.bing.com/search?q=filetype%3Adocx&cvid=2bba40ff03064a478a69e8014e17ec3c&aqs=edge..69i57j69i58.9338j0j1&pglt=43&FORM=ANNTA1&PC=U531","2024-04-23 00:03:48 CST",bing.com,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\LeyAmparo_07_06_2021.docx","https://legislacion.scjn.gob.mx/leyamparo/","2024-04-23 00:03:48 CST",scjn.gob.mx,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\LeyAmparo_07_06_2021 (1).docx","https://www.bing.com/ck/a?!&&p=91d140cecbfc6643JmltdHM9MTcxMzc0NDAwMCZpZ3VpZD0xZGUwNzMxNC1lODk3LTY1OWYtMTYwNy02NzdjZTk3OTY0ZmEmaW5zaWQ9NTE5NQ&ptn=3&ver=2&hsh=3&fclid=1de07314-e897-659f-1607-677ce97964fa&psq=filetype%3adocx&u=a1aHR0cHM6Ly9sZWdpc2xhY2lvbi5zY2puLmdvYi5teC9sZXlhbXBhcm8v&ntb=F","2024-04-23 00:04:10 CST",bing.com,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\LeyAmparo_07_06_2021 (1).docx","https://legislacion.scjn.gob.mx/leyamparo/","2024-04-23 00:04:10 CST",scjn.gob.mx,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\Anexo 10-Matriz IPEVRDC .xlsx.xls","https://www.bing.com/search?q=filetype%3Axlsx&cvid=f53781ad713c447e80fbdcdb2dbdd88e&aqs=edge..69i57j69i58.8419j0j1&pglt=43&FORM=ANNTA1&PC=U531","2024-04-23 00:04:51 CST",bing.com,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\Anexo 10-Matriz IPEVRDC .xlsx.xls","https://repositorio.escuelaing.edu.co/bitstream/handle/001/539/Anexo%2010-Matriz%20IPEVRDC%20.xlsx.xls;sequence=10","2024-04-23 00:04:51 CST",escuelaing.edu.co,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\LibreOffice_24.2.2_Win_x86-64_helppack_es.msi","https://ftp.osuosl.org/pub/tdf/libreoffice/stable/24.2.2/win/x86_64/LibreOffice_24.2.2_Win_x86-64_helppack_es.msi","2024-04-23 00:07:13 CST",osuosl.org,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\LibreOffice_24.2.2_Win_x86-64_helppack_es (1).msi","https://tdf.mirror.rafal.ca/libreoffice/stable/24.2.2/win/x86_64/LibreOffice_24.2.2_Win_x86-64_helppack_es.msi","2024-04-23 00:07:54 CST",rafal.ca,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Pictures\AA1ntRp9.jpg","https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1ntRp9.img?w=800&h=435&q=60&m=2&f=jpg","2024-04-23 00:13:28 CST",akamaized.net,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Pictures\AA1ntTSa.jpg","https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1ntTSa.img?w=800&h=435&q=60&m=2&f=jpg","2024-04-23 00:13:47 CST",akamaized.net,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Pictures\AA1ntPgm.jpg","https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1ntPgm.img?w=800&h=435&q=60&m=2&f=jpg","2024-04-23 00:13:58 CST",akamaized.net,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Pictures\AA1ntTSh.jpg","https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1ntTSh.img?w=800&h=435&q=60&m=2&f=jpg","2024-04-23 00:14:08 CST",akamaized.net,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Pictures\AA1ntVJX.jpg","https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1ntVJX.img?w=800&h=435&q=60&m=2&f=jpg","2024-04-23 00:14:32 CST",akamaized.net,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Pictures\AA1ntMED.jpg","https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1ntMED.img?w=800&h=435&q=60&m=2&f=jpg","2024-04-23 00:14:46 CST",akamaized.net,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\LibreOffice_24.2.2_Win_x86-64.msi","https://www.libreoffice.org/donate/dl/win-x86_64/24.2.2/es/LibreOffice_24.2.2_Win_x86-64.msi","2024-04-23 00:08:33 CST",libreoffice.org,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\LibreOffice_24.2.2_Win_x86-64.msi","https://download.documentfoundation.org/libreoffice/stable/24.2.2/win/x86_64/LibreOffice_24.2.2_Win_x86-64.msi","2024-04-23 00:08:33 CST",documentfoundation.org,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\LibreOffice_24.2.2_Win_x86-64.msi","https://ftp.osuosl.org/pub/tdf/libreoffice/stable/24.2.2/win/x86_64/LibreOffice_24.2.2_Win_x86-64.msi","2024-04-23 00:08:33 CST",osuosl.org,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Pictures\AA1ntKxM.jpg","https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1ntKxM.img?w=800&h=435&q=60&m=2&f=jpg","2024-04-23 00:28:22 CST",akamaized.net,Default,"Microsoft Edge","001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\d6d897e92f80620f037b1809981ff748.jpg","https://s-media-cache-ak0.pinimg.com/736x/d6/d8/97/d6d897e92f80620f037b1809981ff748.jpg","2024-04-22 13:45:37 CST",pinimg.com,Default,Opera,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\d6d897e92f80620f037b1809981ff748.jpg","https://i.pinimg.com/736x/d6/d8/97/d6d897e92f80620f037b1809981ff748.jpg","2024-04-22 13:45:37 CST",pinimg.com,Default,Opera,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\Mastering Kali Linux Wireless Pentesting (1).pdf","https://www.docdroid.net/file/download/WkzZloH/mastering-kali-linux-wireless-pentesting-pdf.pdf","2024-04-22 23:36:03 CST",docdroid.net,Default,Opera,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\Mastering Kali Linux Wireless Pentesting.pdf","https://www.docdroid.net/file/download/WkzZloH/mastering-kali-linux-wireless-pentesting-pdf.pdf","2024-04-22 23:35:54 CST",docdroid.net,Default,Opera,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\Movimiento_de_personal_por_Centro_Trabajo.xlsx","https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwi55YmOytiFAxXcJ0QIHTCJD_UQFnoECBUQAQ&url=https%3A%2F%2Fseph.gob.mx%2Fvistas%2Farchivos%2Ftransparencia%2Farticulo73%2Ffaeta2018%2Fconalep%2F3erTrim%2FMovimiento_de_personal_por_Centro_Trabajo.xlsx&usg=AOvVaw326wYxHV6dDc-I9s50YfGX&opi=89978449","2024-04-23 08:47:50 CST",google.com,Default,Opera,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\Movimiento_de_personal_por_Centro_Trabajo.xlsx","https://seph.gob.mx/vistas/archivos/transparencia/articulo73/faeta2018/conalep/3erTrim/Movimiento_de_personal_por_Centro_Trabajo.xlsx","2024-04-23 08:47:50 CST",seph.gob.mx,Default,Opera,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\Trabajadores_Contratados_por_Honorarios_en_el_Periodo.pdf","https://sep.hidalgo.gob.mx/vistas/archivos/transparencia/articulo73/faeta2018/conalep/3erTrim/Trabajadores_Contratados_por_Honorarios_en_el_Periodo.pdf","2024-04-23 08:48:22 CST",hidalgo.gob.mx,Default,Opera,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\Movimiento_de_personal_por_Centro_Trabajo (1).xlsx","https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwi55YmOytiFAxXcJ0QIHTCJD_UQFnoECBUQAQ&url=https%3A%2F%2Fseph.gob.mx%2Fvistas%2Farchivos%2Ftransparencia%2Farticulo73%2Ffaeta2018%2Fconalep%2F3erTrim%2FMovimiento_de_personal_por_Centro_Trabajo.xlsx&usg=AOvVaw326wYxHV6dDc-I9s50YfGX&opi=89978449","2024-04-23 09:01:28 CST",google.com,Default,Opera,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Downloads\Movimiento_de_personal_por_Centro_Trabajo (1).xlsx","https://seph.gob.mx/vistas/archivos/transparencia/articulo73/faeta2018/conalep/3erTrim/Movimiento_de_personal_por_Centro_Trabajo.xlsx","2024-04-23 09:01:28 CST",seph.gob.mx,Default,Opera,"001-003-LAptop-Pavana T3.E01"
History,"C:\Users\ken\Pictures\mapa-mental-estudio-de-mercado-1-2048.webp","https://image.slidesharecdn.com/mapamentalestudiodemercado-150313092612-conversion-gate01/75/mapa-mental-estudio-de-mercado-1-2048.jpg","2024-04-23 09:05:03 CST",slidesharecdn.com,Default,Opera,"001-003-LAptop-Pavana T3.E01"
